Status,Title,IPC,Application Number,Application Date,Applicant,Holder,Citations,Abstract
등록,머신러닝 기반 가로세로 영상 변환 및 송출 장치(Apparatus for converting and transmitting horizontal vertical video based on machine learning),"H04N 7/01, H04N 5/265, G06V 20/40, G06T 7/10, G06N 20/00",N/A,N/A,1020230114030 (2023.08.29),N/A,N/A,"머신러닝 기반 가로세로 영상 변환 및 송출 장치가 개시된다. 상기 머신러닝 기반 가로세로 영상 변환 및 송출 장치는, 카메라로 촬영된 가로영상을 상기 카메라로부터 수신하는 수신부, 머신러닝을 이용하여 학습된 객체인식 모듈을 이용하여 상기 수신된 가로영상 중 객체를 탐지하는 객체탐지부, 상기 객체탐지부에서 탐지된 결과를 이용하여 복수의 분할영상들을 생성하는 영상분할부 및 상기 복수의 분할영상들을 세로영상 화면의 크기에 맞춰 배열하여 세로영상을 생성하는 영상합성부를 구비하고, 상기 분할영상은 상기 객체탐지부에서 탐지된 적어도 하나의 객체를 포함하는 영상 및 상기 가로영상에 삽입되는 부가영상 중 적어도 하나를 포함하는 영상일 수 있다."
등록,머신러닝 기반 결절 이미지 자동 연속 표시 장치 및 방법(Apparatus and method for displaying consecutive nodule images automatically based on machine learning),"A61B 6/00, A61B 6/03, G06T 15/08",N/A,N/A,1020190020067 (2019.02.20),N/A,N/A,"본 발명은 결절 이미지를 표시하는 장치 및 방법에 관한 것으로서, 상세하게는 의료영상에서 결절 위치가 지정되면 머신러닝 모델을 이용해 연속하는 의료영상마다 결절 부분을 자동으로 표시하는 머신 러닝 기반 결절 이미지 자동 연속 표시 장치 및 방법에 관한 것이다. 이를 위해, 본 발명에 따른 머신 러닝 기반 결절 이미지 자동 연속 표시 장치는 결절 영역의 위치에 해당하는 좌표값, 2D 슬라이스 번호 및 영상 파일을 입력받아 결절 영역을 3차원 영상으로 복원하는 3D 복원부와, 상기 3D 복원부에서 생성된 3D 결절 영역을 2D 슬라이스에 매핑(mapping)하는 매핑부와, 각 2D 슬라이스에 매핑된 결절 영역에 대해 컨벌루션 신경망을 적용하여 최종적인 결절 영역을 2D 슬라이스마다 표시하는 분할부를 포함한다."
등록,머신러닝 기반 감마선처리 플라스틱 골재 혼입 시멘트 복합체 강도예측시스템 및 이를 이용한 강도예측방법(Machine Learning-based Strength Prediction System of Cement Composite comprising Plastic Aggregate Modified by Gamma Rays Irradiation and Strength Prediction Method Using the same),"G16C 20/30, G16C 20/70, G01N 33/38",N/A,N/A,1020210130119 (2021.09.30),N/A,N/A,"본 발명은 머신러닝 기반 감마선처리 플라스틱 골재 혼입 시멘트 복합체 강도예측시스템 및 이를 이용한 강도예측방법에 관한 것으로, 보다 상세하게는 감마선 조사처리에 따른 플라스틱 골재의 표면 거동과 감마선 조사처리된 플라스틱 골재의 혼입에 따른 시멘트 복합체 강도에 관한 빅데이터를 구축하고, 구축된 빅데이터를 토대로 머신러닝 알고리즘을 이용하여 강도예측모델을 생성하여 재료실험을 수행할 필요없이 시멘트 복합체 배합 및 감마선 조사 조건을 입력시 시멘트 복합체의 강도를 예측하기 위한 머신러닝 기반 감마선처리 플라스틱 골재 혼입 시멘트 복합체 강도예측시스템 및 이를 이용한 강도예측방법에 관한 것이다. 본 발명에 따른 머신러닝 기반 감마선처리 플라스틱 골재 혼입 시멘트 복합체 강도예측시스템은 감마선 조사량, 플라스틱 골재, 시멘트 페이스트 구성성분, 배합비 또는 이들의 조합 중 어느 하나의 입력값과 상기 입력값에 대응한 시멘트 복합체 강도를 출력값으로 수집하는 데이터 수집부;와 상기 데이터 수집부의 데이터에 대해 머신 러닝을 수행하여 강도 예측모델을 생성하는 학습부;와 생성된 강도 예측모델을 이용하여 상기 입력값에 대응하는 시멘트 복합체 강도를 예측하는 강도 예측부;를 포함한다."
등록,머신러닝을 통해 환경변수 영향을 개선한 음성 질환 진단 시스템(VOICE DISORDER DIAGNOSIS SYSTEM),"A61B 5/00, H04M 1/725",N/A,N/A,1020180070689 (2018.06.20),N/A,N/A,"본 발명은 대상자로부터 입력받은 음성을 분석하여 대상자의 상태를 판단하는 음성 질환 진단 시스템으로, 특히 사용의 간편성을 위해 스마트폰 등과 같은 휴대용 단말기를 통해 대상자의 음성 질환을 진단할 수 있도록 하는 데에 따라, 전문장비를 통해 기 구축된 질환 진단 정보와의 수집 환경 차이에 따른 오차(환경변수 영향)를 개선한 음성 질환 진단 시스템에 관한 것이다. 이러한 본 발명은, 스마트폰을 포함하는 휴대용 단말기에 설치되고, 대상자 음성을 입력받는 입력모듈을 포함하는 클라이언트, 그리고 상기 대상자 음성을 전문장비를 통해 수집된 음성에 따른 질환 진단 정보와 비교하여 대상자의 상태를 판단하는 분석모듈 및 머신러닝 알고리즘을 통해 상기 대상자 음성과 상기 질환 진단 정보를 매치시키는 학습모듈을 포함하는 서비스 서버를 포함한다."
취하,머신러닝 모델을 사용하여 노이즈를 포함하는 입력 음성 신호로부터 노이즈가 제거된 음성 신호를 복원하는 방법 및 장치(METHOD AND APPARATUS FOR RECONSTRUCTING SPEECH SIGNAL WITHOUT NOISE FROM INPUT SPEECH SIGNAL INCLUDING NOISE USING MACHINE LEARNING MODEL),"G10L 21/0208, G10L 21/0316, G10L 21/038, G10L 25/09, G10L 25/24, G10L 25/78",N/A,N/A,1020200020468 (2020.02.19),N/A,2,"미리 훈련된 머신러닝 모델에 대해, 노이즈를 포함하는 입력 음성 신호의 진폭 신호를 입력시켜 출력으로서 진폭 신호에 대해 적용될 마스크를 획득하고, 해당 머신러닝 모델에 대해, 입력 음성 신호의 위상 신호 중 제1 주파수 대역의 제1 위상 신호를 입력시켜 출력으로서 입력 음성 신호의 FFT 계수에 대해 적용될 마스크를 획득하고, 입력 음성 신호 및 머신러닝 모델로부터 획득되는 마스크에 기반하여 노이즈가 제거된 음성 신호를 복원하는, 음성 신호를 처리하는 방법이 제공된다."
등록,머신러닝 기반의 유기 발광 다이오드(OLED) 소자 내부 전하 거동 분석 장치 및 방법(APPARATUS AND METHOD FOR ANALYZING CHARGE BEHAVIOR INSIDE OLED DEVICE BASED ON MACHINE LEARNING),"G01R 31/28, G01R 27/02, G01R 23/16, G06N 20/00, G06N 3/08",N/A,N/A,1020220056934 (2022.05.10),N/A,N/A,"본 발명은 임피던스와 같은 주파수 기반의 측정값들을 기반으로 머신러닝 모델을 통해 OLED 소자의 내부 위치별 전하 밀도를 예측하여 소자 내부 전하 거동을 분석하는 장치 및 방법에 관한 것으로서, 본 발명에 따른 머신러닝 기반의 OLED 소자 내부 전하 거동 분석 장치 및 방법에 의하면, 검사 대상 OLED 소자로부터 임피던스를 비롯한 주파수 기반 측정값들이 획득될 수 있고, 해당 측정값들에 대해 전처리 과정들을 수행하여 주파수 기반 특성 데이터가 생성될 수 있으며, 머신러닝 모델을 활용하여 주파수 기반 특성 데이터로부터 소자 내부 위치별 전하 밀도를 나타내는 전하 분포 데이터가 도출될 수 있다. 따라서, OLED 소자를 구성하는 유기물 층들 각각에 대해 별도의 테스트용 소자를 생성하여 전하 이동도를 일일이 분석하지 않더라도, OLED 소자 내부의 어떤 위치에 전하가 축적되어 있는지가 분석될 수 있다."
공개,머신영역에서의 머신러닝 기반 협동로봇 보안 관리 시스템 및 그 방법(Machine Learning based Security Management System for Collaborative Robot in the Machine Zone),"G06F 21/50, H04L 9/40, G05B 23/02, B25J 9/16, G06N 20/00",N/A,N/A,1020210022249 (2021.02.19),N/A,N/A,머신 영역에서의 협동로봇 보안 관리 시스템은 로봇의 운영 데이터를 취합하여 머신러닝 학습이 가능하도록 전처리를 진행하고 학습 데이터를 생성하는 전처리 수단과; 학습 데이터를 기반으로 머신러닝 학습을 통해 시계열 예측 모델을 생성하는 머신러닝 학습 수단과; 상기 시계열 예측 모델을 기반으로 현재 협동로봇 운영 환경의 안정성와 보안성 지수를 생성하는 지수 평가 수단 및 협동로봇의 동작 순서 간 연관성과 연계 동작의 확률을 시각화하는 시각화 수단; 및 이를 보안 관리 정보로 대체하여 기록하는 보안 관리 정보 기록 관리 수단을 포함한다.
공개,머신러닝 동작들을 가속하는 장치(Apparatus for accelerating machine learning operations),"G06N 3/063, G06N 3/0464, G06F 17/15, G06F 15/80, G06F 9/38",N/A,N/A,1020200128899 (2020.10.06),N/A,N/A,"머신러닝(machine learning) 동작들을 가속하는 장치는, IFM 벡터 스트림 및 커널 벡터 스트림을 제공하는 글로벌 메모리 및 글로벌 메모리로부터 IFM 벡터 스트림 및 커널 벡터 스트림을 제공받는 시스톨릭 어레이를 포함하고, 시스톨릭 어레이는 각각이 복수의 벡터 유닛들을 포함하는 복수의 프로세싱 엘리먼트들(PEs)을 포함한다."
거절,머신러닝 기법을 이용한 부품의 균열 판별 장치 및 방법(APPARATUS FOR DETERMINING CRACKS IN PARTS USING MACHINE LEARNING TECHNIQUE AND METHOD THEREOF),"G01M 13/00, G06F 17/10, G01M 99/00",N/A,N/A,1020190063606 (2019.05.30),N/A,1,"본 발명은 머신러닝 기법을 이용한 부품의 균열 판별 장치에 관한 것으로, 시험할 차량용 부품에 부착된 적어도 하나 이상의 가속도 센서를 통해 시험 기간 동안 측정한 가속도 데이터를 입력받는 시험 데이터 입력부; 상기 각 가속도 데이터를 지정된 시간 단위로 분할하고, 상기 분할된 각 가속도 데이터로부터 기 지정된 8개의 특정 인자를 추출하여 메트릭스(Matrix)화 하는 인자 추출부; 상기 추출된 8개의 특정 인자의 노말라이징(Normalizing)을 수행하여 정규 분포화를 수행하는 인자 노말라이징부; 상기 노말라이징 수행된 인자의 공분산을 이용하여 고유벡터와 고유값을 산출하고, 상기 고유벡터로 구성된 행렬을 이용하여 정규화된 데이터를 주성분 공간에서의 값(score)으로 변환하는 PCA(Principal Component Analysis) 처리부; 및 상기 PCA 처리부에서 PCA 기법을 통해 산출된 Score 값을 이용하여 균열 발생 여부를 판별하는 균열 발생 판별부;를 포함한다."
취하,어플리케이션의 목표 성과 지표를 추정하기 위한 머신러닝 기반 트렌드 추정 방법 및 장치(METHOD AND APPARATUS OF ESTIMATING TREND OF ACTIVITY FOR AN APPLICATION BASED ON MACHINE LEARNING),"G06Q 10/06, G06Q 30/02, G06N 20/00",N/A,N/A,1020210014031 (2021.02.01),N/A,N/A,"본 발명은 일 실시예에 따른 어플리케이션의 목표 성과 지표를 추정하기 위한 머신러닝 기반 트렌드 추정 방법 및 장치에 관한 것으로, 기존에 존재하는 어플리케이션과 이의 시간별 날짜별 성과 지표 데이터를 바탕으로 인공지능 모델을 학습시키는 기존 시료 학습부; 현재 타겟하는 어플리케이션과 이에 대해 과거부터 지금까지의 성과 지표 기록을 가지고 오는 입력 데이터 취득부; 머신러닝 학습기를 통해 기존 시료 학습부의 데이터를 학습시킨 데이터 추정부; 취득부 데이터를 이용해서 추정부를 통해 최대 1개월 이내의 어플리케이션 성과 지표를 추정하는 예측부; 를 포함하는 것을 특징으로 한다."
등록,머신러닝 기반의 약물 부작용 탐지 방법 및 그 장치(METHOD AND APPARATUS FOR DETECTING ADVERSE REACTIONS OF DRUGS BASED ON MACHINE LEARNING),"G16H 70/40, G16H 20/10, G16H 50/70, G16H 50/20, G16H 50/50, G06N 20/00",N/A,N/A,1020210021407 (2021.02.17),N/A,1,"본 발명은 머신러닝 기반의 약물 부작용 탐지 방법에 관한 것으로, 대상 약물에 대한 복수의 환자의 이상사례에 관한 정보를 포함하는 기초데이터를 수신하는 단계; 상기 약물 및 소정 기준에 따라 상기 약물과 유사한 약물인 유사약물의 부작용에 관한 정보를 포함하는 DB를 이용하여, 상기 기초데이터를 상기 약물의 부작용에 해당하는 제1 데이터, 상기 약물 및 상기 유사약물의 부작용에 해당하지 않는 제2 데이터 및 나머지 제3 데이터로 분류하는 단계; 상기 기초데이터 중에서 상기 제1 데이터 및 상기 제2 데이터에 해당하는 데이터를 포함하는 골드스탠다드 데이터셋을 이용하여, 머신러닝 학습모델을 학습시키는 단계; 및 상기 머신러닝 학습모델을 이용하여, 상기 기초데이터 중에서 상기 제3 데이터에 해당하는 데이터를 포함하는 예측데이터셋에 대한 부작용 가능성을 판단하는 단계를 포함한다."
등록,염가공 공장 내 머신러닝 기반의 염색공정제어를 통한 에너지 최적화시스템(Energy optimization system through dyeing process control of machine learning base in dyeing processing factory),"D06B 3/36, D06P 7/00",N/A,N/A,1020170110565 (2017.08.31),N/A,4,"본 발명은 염가공 공장 내 머신러닝 기반의 염색공정제어를 통한 에너지 최적화시스템에 관한 것으로서 더욱 상세하게는 염색 공정 내 투입되는 에너지의 최적화를 위해 실시간으로 센싱되는 염색 공정 내 센싱 데이터가 적용된 머신러닝 기반의 학습과정을 수행하여 염색공정 내 투입에너지가 절감될 수 있는 염색공정제어정보를 산출하는 염가공 공장 내 머신러닝 기반의 염색공정제어를 통한 에너지 최적화시스템에 관한 것이다. 이를 위해 본 발명은 염색기를 통한 염색공정 상에서 전력, 급수량, 스팀량을 포함하는 환경정보를 센싱하는 복수개의 센서들과; 상기 복수개의 센서들로부터 센싱 데이터를 전달받으며 염색기의 구동제어를 수행하는 DTC와; 상기 DTC 와 데이터 통신가능하도록 연결되어 DTC의 염색기의 공정제어정보를 전송하는 현장관리서버; 및 상기 DTC로부터 염색기의 공정제어정보 및 해당 공정제어정보에 따른 공정 수행시에 센싱되는 복수개의 센서들의 센싱 데이터를 전달받으며 염색 공정시에 특정되는 섬유물성정보 및 생산정보와 상기 센싱 데이터를 염색 공정에 투입되는 에너지의 최적화가 이루어질 수 있는 공정제어정보의 산출을 위해 머신러닝기반의 분석을 수행하는 분석서버;를 포함하여 이루어지되, 상기 분석서버는 이전 공정제어정보 및 이에 따른 센서들의 센싱 데이터를 분석하여 염색공정에 인가되는 에너지를 절감할 수 있는 업데이트 공정제어정보를 산출하여 이를 현장관리서버로 전송함에 따라 현장관리서버에서 상기 업데이트 공정제어정보에 따라 염색기의 공정제어가 수행되는 전과정이 계속하여 반복되도록 구성된다."
거절,머신러닝 기반의 EM 센서를 이용한 FCM 교량의 임시고정 강봉 긴장력 관리 시스템(Tensible force managing system for temporary fixing rod of FCM bridge with EM sensor based on machine learning),"G06Q 50/08, G06N 20/00, E01D 21/00, E01D 22/00",N/A,N/A,1020180160151 (2018.12.12),N/A,1,"본 발명은 EM 센서를 이용한 FCM 교량의 머신러닝 기반 시공 관리 시스템에 관한 것으로서, FCM 교량시공법에서 교각과 주두부의 연결부를 보강하는 긴장재의 관리를 위한 FCM 교량시공법 관리 시스템에 있어서, 긴장재를 감싸는 쉬스와 연결되는 관형의 몸체부, 상기 몸체부에 감기며 긴장재를 자화시키기 위한 전압을 인가하는 전압인가용 코일, 및 상기 몸체부에 감기며 자화된 긴장재에 의한 자기이력을 계측하는 계측용 코일을 구비하는 EM 센서; 긴장재에 가해지는 긴장력 별 자기이력의 실험 데이터가 저장된 데이터베이스부; 및 상기 계측용 코일에서 계측한 자기이력과 상기 데이터베이스부에 저장된 실험 데이터를 비교하여 긴장재에 가해지는 긴장력을 도출하는 긴장력 계산부;를 포함하여 이루어지는 것을 특징으로 한다. 이에 따라, FCM 교량시공법으로 교량을 시공하는 중에 세그먼트 거더의 시공을 안정적으로 진행할 수 있다."
거절,머신러닝 기반의 자동화 로봇 장치 및 그 구동 방법(AUTOMATED ROBOT APPARATUS BASED ON MACHINE LEARNING AND A DRIVING METHOD THEREOF),"B25J 9/16, B25J 19/02",N/A,N/A,1020170165756 (2017.12.05),N/A,N/A,"본 발명은 머신러닝 기반의 자동화 로봇 장치 및 그 구동 방법에 관한 것으로, 더욱 상세하게는 사용자에 의해 동작이 구현되는지 여부를 감지하는 감지부; 상기 감지된 동작을 순차적으로 저장하는 저장부; 상기 저장된 동작을 머신러닝 기반으로 학습하는 학습부; 실행명령이 입력되면, 상기 학습된 결과에 따라 저장된 동작을 실행하는 실행부; 및 상기 사용자에 의한 동작 구현을 감지하고, 상기 감지된 동작을 순차적으로 저장하여 머신러닝 기반으로 학습하도록 제어하며, 실행명령이 입력되면, 상기 학습된 결과에 따라 저장된 동작을 실행하도록 제어하는 제어부를 포함한다."
등록,머신러닝 모델을 이용한 객체 인식 방법 및 시스템(METHODS AND SYSTEMS FOR RECOGNIZING OBJECT USING MACHINE LEARNING MODEL),"G06F 18/00, G06N 20/00",N/A,N/A,1020200030400 (2020.03.11),N/A,N/A,"본 발명은 머신러닝 모델을 이용한 객체 인식 방법 및 시스템에 관한 것으로, 본 발명의 일 실시예에 따른 객체를 인식하기 위한 영상을 획득하는 단계, 객체가 출현하는 영역의 특징이 미리 학습된 머신러닝 모델을 이용하여 상기 획득된 영상에서 객체 출현 영역을 예측하는 단계, 및 상기 예측된 객체 출현 영역을 이용하여 상기 획득된 이미지에서 객체를 인식하는 단계를 포함한다."
등록,머신러닝 기술을 적용한 전세사기 예측 장치(Lease fraud prediction device using machine learning technology),"G06Q 50/16, G06Q 50/10, G06Q 10/04, G06N 20/00, G06F 16/951",N/A,N/A,1020230076854 (2023.06.15),N/A,N/A,"본 기술은 머신러닝 기술을 적용한 전세사기 예측 장치에 관한 것이다. 본 기술의 머신러닝 기술을 적용한 전세사기 예측 장치는, 계약자의 전세 계약 시점 이전에 부동산 매물의 주소 정보를 기초로 권리 안정성 조사를 수행하는 사전조사 분석 모듈; 계약자의 전세 계약 시점 이후에 상기 부동산 매물의 상기 주소 정보를 기초로 권리 안정성 조사를 수행하는 사후관리 분석 모듈; 및 중개사 단말기와 통신하며 기업-회원(중개사)에게 상기 사전조사 분석 모듈에 의한 조사 결과를 제공하고, 계약자 단말기와 통신하며 개인-회원(계약자)에게 상기 사후관리 분석 모듈에 의한 조사 결과를 제공하는 회원 관리 모듈;을 포함한다. 본 기술은 머신러닝 기술을 적용한 전세사기 예측 시스템을 제공할 수 있다."
등록,"머신러닝 기반 디지털 자산 커스터디 시스템 및 그것의 디지털 자산 관리 방법(MACHINE LEARNING BASED DIGITAL ASSET CUSTODY SYSTEM, AND DIGITAL ASSET MANAGEMENT METHOD THEREOF)","G06Q 40/06, G06Q 40/04, G06Q 20/36, G06Q 20/06, G06Q 20/02, G06Q 20/38",N/A,N/A,1020230062307 (2023.05.15),N/A,N/A,"머신러닝 기반 디지털 자산 커스터디 시스템 및 그것의 디지털 자산 관리 방법이 개시된다. 본 발명의 일 실시예에 따른 디지털 자산 커스터디 시스템의 디지털 자산 관리 방법은 고객사 서버로부터 디지털 자산 관리 요청을 수신하는 단계, 디지털 자산 관리 요청에 응답하여, 디지털 자산 관리를 위한 디지털 자산 지갑을 생성하는 단계, 디지털 자산 지갑 생성 결과를 블록체인 네트워크 상에 기록하는 단계, 디지털 자산 지갑을 이용하여 디지털 자산 커스터디 서비스를 제공하는 단계, 수집된 디지털 자산 거래데이터를 기초로, 머신러닝 기반으로 디지털 자산의 기간별 가격상승률 및 정확도를 예측하는 단계; 및 머신러닝 기반으로 예측된 결과를 기초로, 고객으로부터 수탁된 디지털 자산을 운용하는 단계를 포함한다. 본 발명에 따르면, 커스터디 시스템을 통해 디지털 자산을 위탁받아 효과적으로 보관 및 관리할 수 있다."
등록,머신러닝 기반 무중단 파서 업데이트 방법 및 이를 이용한 솔루션 서버(METHOD FOR PAUSELESS PARSER UPDATE BASED ON MACHINE LEARNING AND SOLUTION SERVER USING THE SAME),"G06F 8/30, G06F 8/41, G06N 20/00",N/A,N/A,1020180151821 (2018.11.30),N/A,N/A,"머신러닝 기반 파서를 업데이트하는 방법에 있어서, (a) 후보 파서들이 소정의 저장부에 등록된 상태에서, 적어도 하나의 에이전트 서버로부터 비정형 데이터들이 획득되면, 솔루션 서버가, 상기 비정형 데이터들과 상기 소정의 저장부로부터 획득한 상기 후보 파서들을 각각 매칭한 결과를 참조로 하여, 상기 후보 파서들 중 상기 비정형 데이터들에 매칭되는 적어도 하나의 특정 파서를 결정하는 단계; 및 (b) 상기 솔루션 서버가, 상기 특정 파서 중 적어도 하나의 파서를 최적 파서로서 상기 에이전트 서버로 전달하는 단계;를 포함하는 것을 특징으로 하는 방법 및 이를 이용한 솔루션 서버를 제공한다."
취하,머신러닝 기술을 활용한 신재생에너지 발전설비의 고장예지 및 건전성관리 방법(Method for Failure prediction and prognostics and health management of renewable energy generation facilities using machine learning technology),"G05B 23/02, G06N 20/00",N/A,N/A,1020200180460 (2020.12.22),N/A,1,본 발명은 머신러닝 기술을 활용한 신재생에너지 발전설비의 고장예지 및 건전성관리 방법에 관한 것이다.
거절,머신러닝 기반 건축 구조물 고유 진동값 학습을 통한 안전 진단 시스템 및 방법(SYSTEM AND METHOD FOR SAFETY INSPECTION BY TRAINIING NATURE FREQEUNCY OF STRUCTURE BASED ON MACHINE LEARNING),"G01M 5/00, G06Q 50/10, G08B 21/18, G06N 20/00",N/A,N/A,1020190177932 (2019.12.30),N/A,3,"본 발명은, 머신러닝 기반 건축 구조물 고유 진동값 학습을 통한 안전 진단 시스템에 관한 것으로서, 센서 디바이스로부터 건축 구조물의 안전도를 나타내는 센서 데이터를 수집하고, 수집된 센서 데이터를 관리하는 클라우드 플랫폼; 센서 디바이스에서 수집되는 건축 구조물의 안전도를 나타내는 센서 데이터에 기초하여 건축 구조물의 안전도를 분석하는 건축 구조물 안전도 분석부; 및 상기 건축 구조물 안전도 분석부에서 센서 데이터를 분석한 결과에 따른 알람 신호를 수신하여 표시하도록 하는 모니터링/알림부를 포함하고, 상기 건축 구조물 안전도 분석부는, 미리 설정된 특정 센서 값에 따른 알람 설정 기준에 의해 건축 구조물의 안전도를 분석하는 절대 관리부; 미리 설정된 특정 센서 값의 시계열 데이터에 따른 알람 설정 기준에 의해 건축 구조물의 안전도를 분석하는 연속 관리부; 및 센서 디바이스로부터의 센서 데이터에 기초하여 건축 구조물의 안전도를 딥러닝에 기반하여 학습된 분류기에 의해 분석하는 복합 관리부를 포함하는 것을 특징으로 하는 머신러닝 기반 건축 구조물 고유 진동값 학습을 통한 안전 진단 시스템을 제공한다."
등록,데이터의 타입을 자동으로 판별하여 메타데이터를 생성하는 방법 및 이를 위한 머신러닝/딥러닝 모델을 이용한 데이터 타입 판별 장치(METHOD FOR GENERATING METADATA FOR AUTOMATICALLY DETERMINING TYPE OF DATA AND APPARATUS FOR DETERMINING TYPE OF DATA USING A MACHINE LEARNING/DEEP LEARNING MODEL FOR THE SAME),"G06N 5/02, G06N 20/00, G06N 3/08",N/A,N/A,1020210155465 (2021.11.12),N/A,N/A,"본 발명의 일 실시 예에 따른 머신러닝(Machine Learning)/딥러닝(Deep Learning) 모델을 이용한 메타데이터(Metadata) 생성 장치가 데이터의 타입 - 상기 데이터의 타입은 숫자형, 문자형, 범주형 및 날짜형을 포함함 - 을 자동으로 판별하여 메타데이터를 생성하는 방법은 (a) 수신한 데이터의 필드값이 날짜형 타입인지 1차적으로 판단하는 단계, (b) 상기 (a) 단계의 판단 결과, 날짜형 타입이 아니라고 1차적으로 판단되었다면, 상기 수신한 데이터의 필드값에 메타데이터 생성 규칙이 포함하는 데이터 타입 결정 조건을 적용하여 범주형 및 날짜형 중 어느 하나의 타입인지 2차적으로 판단하는 단계, (c) 상기 (b) 단계의 판단 결과, 범주형 및 날짜형 중 어느 하나의 타입이 아니라고 2차적으로 판단되었다면, 상기 수신한 데이터의 필드명을 상기 메타데이터 생성 규칙이 포함하는 데이터 타입의 판별에 관한 필드 매핑 테이블(Field Mapping Table)에 적용하여 숫자형, 문자형, 범주형 및 날짜형 중 어느 하나의 타입인지 최종적으로 판단하고 메타데이터를 생성하는 단계 및 (d) 상기 생성한 메타데이터를 머신러닝/딥러닝 모델로 학습하여 상기 메타데이터 생성 규칙을 업데이트하는 단계를 포함한다."
등록,머신러닝 기반 열화상 영상의 객체 이상 현상 탐지 장치 및 방법(APPARATUS AND METHOD FOR DETECTING ANOMALY OF OBJECT IN THERMAL IMAGE BASED ON MACHINE LEARNING),"G06F 18/24, G06V 10/56, G06N 20/00",N/A,N/A,1020200187145 (2020.12.30),N/A,N/A,"본 발명은 머신러닝 기반 열화상 영상의 객체 이상 현상 탐지 장치 및 방법에 관한 것으로서, 입력되는 열화상 영상에서 객체를 탐지하고, 탐지된 객체에 상응하는 객체 특징 정보를 추출하는 전처리부; 학습용 열화상 영상에 대해 상기 전처리부에 의해 추출된 객체 특징 정보와, 학습용 열화상 영상에 상응하여 입력된 주석 정보에 의해 분류부를 학습시키는 학습 수행부; 및 상기 전처리부에 의해 추출된 검사용 열화상 영상의 객체 특징 정보에 기초하여 검사용 열화상 영상의 객체 이상 정보를 출력하는 분류부를 포함하는 머신러닝 기반 열화상 영상의 객체 이상 현상 탐지 장치 및 이를 이용한 객체 이상 현상 탐지 방법을 제공한다."
취하,머신러닝 모델에 기반한 디스플레이 패널의 결함 판정 시스템(System for determining defect of display panel based on machine learning model),"G06N 20/20, G06N 3/08, G06N 3/04",N/A,N/A,1020210007784 (2021.01.20),N/A,N/A,"본 발명에 따른 머신러닝 모델에 기반한 디스플레이 패널의 결함 판정 시스템은 점등 검사 방식을 이용하여 디스플레이 패널의 결함 여부에 대한 이미지 정보를 획득하되, 상기 획득한 이미지 정보에 대해 복수의 결함 패턴들 중 어느 하나의 결함 패턴으로 분류하는 광학 검사기; 및 상기 복수의 결함 패턴들에 대응하는 각각의 머신러닝 모델들 중 상기 분류된 결함 패턴에 대응하는 머신러닝 모델에 상기 획득한 이미지 정보를 인가하여 상기 디스플레이 패널에 대한 결함 여부를 결정하는 결함 판정기를 포함하는 것을 특징으로 한다."
취하,머신러닝을 이용한 증강현실 동물육성 게임을 위한 캐릭터 자동 생성 시스템(Automatic character creation system for AR animal nurturing game using machine learning),"A63F 13/655, A63F 13/825, G06N 20/00",N/A,N/A,1020200049011 (2020.04.23),N/A,N/A,"본 발명은 머신러닝 기반의 동물 인식 시스템으로써, 사용자는 실세계에서 자신이 기르고 있는 반려동물의 사진을 서버에 전송 할 수 있고, 서버는 전송된 사진을 기반으로 동물의 종과 크기 색을 판별하고, 이를 이용하여 증강현실 육성게임 내에서 사용 할 수 있는 캐릭터를 자동으로 생성 한다. 이는 기존의 게임 개발사가 제공하는 한정된 캐릭터 생성의 한계의 문제를 해결하고, 더욱 실제와 같은 캐릭터의 사용을 가능하게 한다."
등록,음식물 과민증 검사(IgG 항체 분석)를 이용한 머신러닝 기반 식단 추천 서비스 제공 방법 및 이에 사용되는 서비스 제공 서버(Method for Providing Diet Recommendation Service Using Food Intolerance Test and Service Providing Server Used Therein),"G16H 20/60, G16H 20/10, G16H 10/40, G16H 10/20, G16H 10/60, G16H 50/50",N/A,N/A,1020220184148 (2022.12.26),N/A,N/A,"음식물 과민증 검사(IgG 항체 분석)를 이용한 머신러닝 기반 식단 추천 서비스 제공 방법 및 이에 사용되는 서비스 제공 서버가 개시된다. 본 발명은, 서비스 제공 서버가, 사용자의 혈액에서의 각 식품 항원별 항원 항체 반응의 반응 수치에 기초하여 사용자의 각 식품별 과민도 정보를 생성하고, 사용자의 식품별 과민도 정보와 사용자의 문진 응답 정보에 기초하여 사용자를 위한 맞춤형 식단 정보 및 추천 영양제 정보를 생성하는 과정을 통해 구현된다. 본 발명에 따르면, 사용자의 혈액에서의 각 식품 항원별 항원 항체 반응의 반응 수치에 기초하여 생성된 사용자의 각 식품별 과민도 정보를 반영하여 사용자를 위한 맞춤형 식단 정보를 생성할 수 있게 됨으로써, 지연성 알러지(IgG)로 인한 위험이 제거된 식단을 사용자에게 제공할 수 있게 된다."
